Facility Type,Loc Id,ADO,State Id,County,County State,City,Name,Ownership,Use,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,Elevation,Magnetic Variation,Sectional,Tie In FSS Id,Tie In FSS Name,FSS Toll Free Number,Fuel Types,ATCT,UNICOM,CTAF,ICAO Id
AIRPORT,8D4,DET,MI,KENT,MI,SPARTA,PAUL C MILLER-SPARTA,PU,PU,043-07-38.7800N,155258.7752N,085-40-44.8700W,0308444.8665W,774.8,04W,CHICAGO,LAN,LANSING,1-800-WX-BRIEF,100LL MOGAS,N,122.800,122.800,
AIRPORT,T36,JAN,MS,WALTHALL,MS,TYLERTOWN,PAUL PITTMAN MEML,PU,PU,031-08-45.6400N,112125.6400N,090-10-05.3200W,0324605.3220W,384,03E,NEW ORLEANS,GWO,GREENWOOD,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,1Y9,NONE,IA,O BRIEN,IA,PAULLINA,PAULLINA MUNI,PU,PU,042-59-16.4000N,154756.4000N,095-39-52.1000W,0344392.1000W,1385,06E,OMAHA,FOD,FORT DODGE,1-800-WX-BRIEF,100LL,N,,122.900,
AIRPORT,H76,AOK,OK,OSAGE,OK,PAWHUSKA,PAWHUSKA MUNI,PU,PU,036-40-18.2100N,132018.2140N,096-24-20.0500W,0347060.0490W,1000,06E,KANSAS CITY,MLC,MC ALESTER,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,50K,NONE,NE,PAWNEE,NE,PAWNEE CITY,PAWNEE CITY MUNI,PU,PU,040-06-58.2000N,144418.2000N,096-11-41.5000W,0346301.5000W,1260,06E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL,N,,122.900,
AIRPORT,H97,AOK,OK,PAWNEE,OK,PAWNEE,PAWNEE MUNI,PU,PU,036-22-38.3200N,130958.3200N,096-48-18.7500W,0348498.7500W,875,06E,KANSAS CITY,MLC,MC ALESTER,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,1C1,CHI,IL,FORD,IL,PAXTON,PAXTON,PU,PU,040-26-56.3200N,145616.3240N,088-07-39.8600W,0317259.8570W,779,03W,CHICAGO,STL,SAINT LOUIS,1-800-WX-BRIEF,100LL MOGAS,N,122.800,122.800,
AIRPORT,S75,HLN,ID,PAYETTE,ID,PAYETTE,PAYETTE MUNI,PU,PU,044-05-38.3000N,158738.3050N,116-54-11.1800W,0420851.1800W,2230,17E,SALT LAKE CITY,BOI,BOISE,1-800-WX-BRIEF,100LL MOGAS,N,,122.900,
AIRPORT,Y30,DET,MI,CHEBOYGAN,MI,TOPINABEE,PBEAAYE,PR,PU,045-31-52.0400N,163912.0390N,084-33-25.1300W,0304405.1340W,690,06W,LAKE HURON,LAN,LANSING,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,GA2,ATL,GA,PIKE,GA,WILLIAMSON,PEACH STATE AERODROME,PR,PU,033-11-00.4300N,119460.4310N,084-22-17.7300W,0303737.7250W,926,02W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100LL,N,122.725,122.725,
AIRPORT,L25,PHX,AZ,MOHAVE,AZ,MEADVIEW,PEARCE FERRY,PU,PU,036-05-35.6000N,129935.6000N,114-02-48.2000W,0410568.2000W,2941,14E,LAS VEGAS,PRC,PRESCOTT,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,4K0,NONE,AK,LAKE AND PENINSULA,AK,PEDRO BAY,PEDRO BAY,PU,PU,059-47-49.0000N,215269.0000N,154-07-47.9000W,0554867.9000W,83.9,22E,KODIAK,ILI,ILIAMNA,LC571-1240,,N,,122.900,
AIRPORT,C15,CHI,IL,TAZEWELL,IL,PEKIN,PEKIN MUNI,PU,PU,040-29-17.5000N,145757.5000N,089-40-33.2000W,0322833.2000W,530,02W,CHICAGO,IKK,KANKAKEE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,
AIRPORT,C23,HNL,,PALAU,PW,BABELTHUAP ISLAND,PELELIU,PU,PU,007-00-00.0000N,025200.0000N,134-13-60.0000E,0483240.0000E,9,01E,GNC 13,HNL,HONOLULU,1-800-WX-BRIEF,,N,,122.900,
SEAPLANE BASE,PEC,NONE,AK,SKAGWAY-YAKUTAT,AK,PELICAN,PELICAN,PU,PU,057-57-18.6200N,208638.6200N,136-14-10.5800W,0490450.5840W,0,27E,JUNEAU,JNU,JUNEAU,1-866-297-2236,,N,,122.900,
AIRPORT,47Y,DMA,MN,OTTER TAIL,MN,PELICAN RAPIDS,PELICAN RAPIDS MUNI-LYON'S FLD,PU,PU,046-38-28.7900N,167908.7850N,096-06-14.9200W,0345974.9200W,1389,05E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,8Y8,NONE,IA,EMMET,IA,RINGSTED,PELTZ FLD,PR,PU,043-15-57.5000N,155757.5000N,094-33-45.0300W,0340425.0350W,1280,,OMAHA,FOD,FORT DODGE,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,0C4,NONE,NE,THURSTON,NE,PENDER,PENDER MUNI,PU,PU,042-06-48.3100N,151608.3052N,096-43-40.1300W,0348220.1282W,1345.4,04E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL,N,,122.900,
SEAPLANE BASE,9C0,NONE,AK,KETCHIKAN GATEWAY,AK,KETCHIKAN,PENINSULA POINT PULLOUT,PU,PU,055-23-04.7400N,199384.7420N,131-44-18.0700W,0474258.0680W,0,26E,KETCHIKAN,KTN,KETCHIKAN,LC225-9481,100LL,N,,123.600,
AIRPORT,N74,HAR,PA,CENTRE,PA,CENTRE HALL,PENNS CAVE,PR,PU,040-53-23.7700N,147203.7700N,077-36-11.2900W,0279371.2880W,1245,10W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,,N,122.800,122.800,
HELIPORT,P72,HAR,PA,PHILADELPHIA,PA,PHILADELPHIA,PENN'S LANDING,PU,PU,039-56-14.4100N,143774.4060N,075-08-28.6400W,0270508.6360W,15,11W,WASHINGTON,IPT,WILLIAMSPORT,1-800-WX-BRIEF,A,N,,122.900,
AIRPORT,2T2,CHI,IL,EFFINGHAM,IL,WATSON,PERCIVAL SPRINGS,PR,PU,039-00-52.0000N,140452.0000N,088-32-21.4000W,0318741.4000W,552,00E,ST LOUIS,STL,SAINT LOUIS,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,16D,DMA,MN,OTTER TAIL,MN,PERHAM,PERHAM MUNI,PU,PU,046-36-39.5000N,167799.5000N,095-36-22.0000W,0344182.0000W,1376,02E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL,N,,122.900,
AIRPORT,U08,PHX,NV,CLARK,NV,OVERTON,PERKINS FLD,PU,PU,036-34-05.2000N,131645.2000N,114-26-36.0000W,0411996.0000W,1365.9,14E,LAS VEGAS,RNO,RENO,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,L65,LAX,CA,RIVERSIDE,CA,PERRIS,PERRIS VALLEY,PR,PU,033-45-52.7000N,121552.7000N,117-13-08.4000W,0421988.4000W,1413,14E,LOS ANGELES,RAL,RIVERSIDE,1-800-WX-BRIEF,100LL A,N,,122.775,
AIRPORT,I86,DET,OH,PERRY,OH,NEW LEXINGTON,PERRY COUNTY,PU,PU,039-41-29.7500N,142889.7480N,082-11-52.0300W,0295912.0290W,1051.4,07W,CINCINNATI,CLE,CLEVELAND,1-800-WX-BRIEF,100LL,N,122.800,122.800,
SEAPLANE BASE,PYL,NONE,AK,VALDEZ-CHITNA-WHITIE,AK,PERRY ISLAND,PERRY ISLAND,PR,PU,060-41-07.0300N,218467.0330N,147-55-07.4500W,0532507.4500W,0,26E,ANCHORAGE,JNU,JUNEAU,1-866-297-2236,,N,,122.900,
AIRPORT,F22,AOK,OK,NOBLE,OK,PERRY,PERRY MUNI,PU,PU,036-23-08.2000N,130988.2000N,097-16-38.0000W,0350198.0000W,1002.5,06E,WICHITA,MLC,MC ALESTER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,
AIRPORT,01G,NYC,NY,WYOMING,NY,PERRY,PERRY-WARSAW,PU,PU,042-44-28.8500N,153868.8550N,078-03-07.7300W,0280987.7330W,1558.1,10W,DETROIT,BUF,BUFFALO,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,I76,CHI,IN,MIAMI,IN,PERU,PERU MUNI,PU,PU,040-47-08.7800N,146828.7800N,086-08-47.1600W,0310127.1600W,778.8,04W,CHICAGO,HUF,TERRE HAUTE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,
AIRPORT,O69,SFO,CA,SONOMA,CA,PETALUMA,PETALUMA MUNI,PU,PU,038-15-28.0600N,137728.0560N,122-36-19.1600W,0441379.1650W,90.2,16E,SAN FRANCISCO,OAK,OAKLAND,1-800-WX-BRIEF,100LL A,N,122.700,122.700,
HELIPORT,7L9,LNM,LA,ST LANDRY,LA,MELVILLE,PETE ANTIE MUNI,PU,PU,030-41-39.6100N,110499.6100N,091-44-46.9100W,0330286.9100W,30,03E,HOUSTON,DRI,DE RIDDER,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,2R4,ORL,FL,SANTA ROSA,FL,MILTON,PETER PRINCE FLD,PU,PU,030-38-15.4300N,110295.4350N,086-59-37.1500W,0313177.1500W,81.6,01W,NEW ORLEANS,GNV,GAINESVILLE,1-800-WX-BRIEF,100LL A1+,N,122.975,122.975,
SEAPLANE BASE,9N2,HAR,PA,DELAWARE,PA,ESSINGTON,PHILADELPHIA,PU,PU,039-51-32.4100N,143492.4060N,075-17-58.6700W,0271078.6710W,0,11W,WASHINGTON,IPT,WILLIAMSPORT,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,79D,BKW,WV,BARBOUR,WV,PHILIPPI,PHILIPPI/BARBOUR COUNTY RGNL,PU,PU,039-09-58.2900N,140998.2850N,080-03-44.4500W,0288224.4550W,1755.4,09W,CINCINNATI,EKN,ELKINS,1-800-WX-BRIEF,100LL,N,,122.900,
HELIPORT,4MD,DCA,MD,BALTIMORE,MD,BALTIMORE,PIER 7,PR,PU,039-16-20.0000N,141380.0000N,076-34-18.0000W,0275658.0000W,16,,WASHINGTON,DCA,LEESBURG,1-800-WX-BRIEF,A,N,,123.025,
AIRPORT,2J8,ORL,FL,VOLUSIA,FL,PIERSON,PIERSON MUNI,PU,PU,029-15-00.1000N,105300.1000N,081-27-33.6000W,0293253.6000W,63,03W,JACKSONVILLE,PIE,SAINT PETERSBURG,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,7M7,AOK,AR,CLAY,AR,PIGGOTT,PIGGOTT MUNI,PU,PU,036-22-41.5400N,130961.5400N,090-09-58.4700W,0324598.4700W,275,02E,ST LOUIS,JBR,JONESBORO,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,X05,ORL,FL,PASCO,FL,BROOKSVILLE,PILOT COUNTRY,PR,PU,028-19-49.0200N,101989.0180N,082-29-47.3400W,0296987.3450W,80,02W,JACKSONVILLE,PIE,SAINT PETERSBURG,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,0AK,NONE,AK,KUSILVAK,AK,PILOT STATION,PILOT STATION,PU,PU,061-57-41.3200N,223061.3171N,162-56-32.4800W,0586592.4766W,473,18E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,
AIRPORT,1U9,HLN,ID,ELMORE,ID,PINE,PINE,PU,PU,043-27-58.5000N,156478.5000N,115-18-36.1000W,0415116.1000W,4232,17E,SALT LAKE CITY,BOI,BOISE,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,82V,DEN,WY,LARAMIE,WY,PINE BLUFFS,PINE BLUFFS MUNI,PU,PU,041-09-08.9000N,148148.9000N,104-08-05.1000W,0374885.1000W,5152.1,11E,CHEYENNE,CPR,CASPER,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,9G6,NYC,NY,ORLEANS,NY,ALBION,PINE HILL,PR,PU,043-10-24.7100N,155424.7110N,078-16-28.6800W,0281788.6770W,669,11W,DETROIT,BUF,BUFFALO,1-800-WX-BRIEF,,N,123.000,123.000,
AIRPORT,E45,SFO,CA,TUOLUMNE,CA,GROVELAND,PINE MOUNTAIN LAKE,PU,PU,037-51-42.0000N,136302.0000N,120-10-42.8000W,0432642.8000W,2932.6,15E,SAN FRANCISCO,RIU,RANCHO MURIETA,1-800-WX-BRIEF,100LL,N,,122.900,
AIRPORT,24S,SEA,OR,JACKSON,OR,PINEHURST,PINEHURST STATE,PU,PU,042-06-36.7000N,151596.7000N,122-22-59.2000W,0440579.2000W,3643,18E,KLAMATH FALLS,MMV,MC MINNVILLE,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,T24,TEX,TX,SABINE,TX,PINELAND,PINELAND MUNI,PU,PU,031-14-00.6800N,112440.6790N,093-58-54.6800W,0338334.6800W,260,05E,HOUSTON,CXO,MONTGOMERY COUNTY,1-800-WX-BRIEF,,N,122.800,122.800,
AIRPORT,2L0,LNM,LA,RAPIDES,LA,PINEVILLE,PINEVILLE MUNI,PU,PU,031-20-31.8900N,112831.8900N,092-26-36.8800W,0332796.8800W,100,04E,HOUSTON,DRI,DE RIDDER,1-800-WX-BRIEF,100LL MOGAS,N,122.800,122.800,
AIRPORT,48Y,DMA,MN,ROSEAU,MN,PINECREEK,PINEY PINECREEK BORDER,PU,PU,048-59-56.3100N,176396.3098N,095-58-55.5100W,0345535.5101W,1082.3,05E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,0V3,NONE,NE,KEARNEY,NE,MINDEN,PIONEER VILLAGE FLD,PU,PU,040-30-53.7000N,145853.7000N,098-56-44.3000W,0356204.3000W,2160.4,07E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL,N,122.700,122.700,
AIRPORT,I17,DET,OH,MIAMI,OH,PIQUA,PIQUA/HARTZELL FLD,PU,PU,040-09-52.9000N,144592.9000N,084-18-30.3000W,0303510.3000W,993.1,06W,DETROIT,DAY,DAYTON,1-800-WX-BRIEF,100LL A1+,N,123.000,123.000,
AIRPORT,K09,NYC,NY,HAMILTON,NY,PISECO,PISECO,PU,PU,043-27-11.7500N,156431.7540N,074-30-54.0300W,0268254.0290W,1703.2,14W,NEW YORK,BUF,BUFFALO,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,7P5,CHI,WI,OCONTO,WI,SURING,PISO,PR,PU,045-03-57.1700N,162237.1700N,088-25-37.3700W,0318337.3750W,895,01E,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,MOGAS,N,,122.900,
AIRPORT,9G1,HAR,PA,ALLEGHENY,PA,PITTSBURGH,PITTSBURGH NORTHEAST,PR,PU,040-36-12.7700N,146172.7666N,079-49-34.0300W,0287374.0282W,1063,09W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,,N,122.800,122.800,
AIRPORT,2B7,NONE,ME,SOMERSET,ME,PITTSFIELD,PITTSFIELD MUNI,PU,PU,044-46-06.7000N,161166.7000N,069-22-27.9000W,0249747.9000W,197.1,17W,MONTREAL,BGR,BANGOR,1-800-WX-BRIEF,100LL A1+,N,122.800,122.800,
AIRPORT,S34,HLN,MT,SANDERS,MT,PLAINS,PLAINS,PU,PU,047-28-24.8000N,170904.8010N,114-54-25.4900W,0413665.4930W,2467,18E,GREAT FALLS,GTF,GREAT FALLS,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,61D,DET,MI,ALLEGAN,MI,PLAINWELL,PLAINWELL MUNI,PU,PU,042-28-04.0600N,152884.0553N,085-38-52.9700W,0308332.9659W,722,03W,CHICAGO,LAN,LANSING,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,1F2,NYC,NY,SARATOGA,NY,EDINBURG,PLATEAU SKY RANCH,PR,PU,043-13-31.9900N,155611.9870N,074-06-52.0200W,0266812.0207W,1070,14W,NEW YORK,BTV,BURLINGTON,1-800-WX-BRIEF,,N,122.800,122.800,
AIRPORT,1D3,DMA,SD,CHARLES MIX,SD,PLATTE,PLATTE MUNI,PU,PU,043-24-16.9700N,156256.9749N,098-49-49.7700W,0355789.7673W,1618,08E,OMAHA,HON,HURON,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,18V,DEN,CO,WELD,CO,HUDSON,PLATTE VALLEY AIRPARK,PR,PU,040-06-09.8000N,144369.8000N,104-42-04.3000W,0376924.3000W,4965,11E,CHEYENNE,DEN,DENVER,1-800-WX-BRIEF,100LL,N,,122.900,
AIRPORT,2B2,NONE,MA,ESSEX,MA,NEWBURYPORT,PLUM ISLAND,PR,PU,042-47-43.3000N,154063.3000N,070-50-22.0000W,0255022.0000W,11,16W,NEW YORK,BDR,BRIDGEPORT,1-800-WX-BRIEF,100LL,N,123.000,123.000,
AIRPORT,C65,CHI,IN,MARSHALL,IN,PLYMOUTH,PLYMOUTH MUNI,PU,PU,041-21-54.4700N,148914.4700N,086-18-00.9300W,0310680.9280W,799.9,05W,CHICAGO,HUF,TERRE HAUTE,1-800-WX-BRIEF,100LL A,N,122.975,122.975,
AIRPORT,1P1,NONE,NH,GRAFTON,NH,PLYMOUTH,PLYMOUTH MUNI,PU,PU,043-46-41.7200N,157601.7150N,071-45-13.8600W,0258313.8600W,506,16W,NEW YORK,BGR,BANGOR,1-800-WX-BRIEF,,N,122.800,122.800,
AIRPORT,M70,AOK,AR,RANDOLPH,AR,POCAHONTAS,POCAHONTAS MUNI,PU,PU,036-14-43.8000N,130483.8000N,090-57-18.8000W,0327438.8000W,273.3,01W,ST LOUIS,JBR,JONESBORO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,
AIRPORT,T48,TEX,TX,HUNT,TX,ROCKWALL,POETRY FLYING RANCH,PR,PU,032-52-05.2400N,118325.2400N,096-13-08.9100W,0346388.9100W,500,06E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,,N,123.000,123.000,
AIRPORT,1RL,SEA,WA,WHATCOM,WA,POINT ROBERTS,POINT ROBERTS AIRPARK,PR,PU,048-58-37.7000N,176317.7000N,123-04-45.2000W,0443085.2000W,11,19E,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,,N,122.800,122.800,
AIRPORT,P10,PHX,AZ,NAVAJO,AZ,POLACCA,POLACCA,PU,PU,035-47-29.8000N,128849.8000N,110-25-24.2000W,0397524.2000W,5573,13E,DENVER,PRC,PRESCOTT,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,4A4,ATL,GA,POLK,GA,CEDARTOWN,POLK COUNTY/CORNELIUS MOORE FLD,PU,PU,034-01-06.7000N,122466.7030N,085-08-41.1300W,0306521.1330W,973.7,05W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,
AIRPORT,L66,LNM,LA,GRANT,LA,POLLOCK,POLLOCK MUNI,PU,PU,031-28-38.9000N,113318.9000N,092-27-40.2000W,0332860.2000W,203,04E,HOUSTON,DRI,DE RIDDER,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,8S1,HLN,MT,LAKE,MT,POLSON,POLSON,PU,PU,047-41-43.6000N,171703.6000N,114-11-07.0000W,0411067.0000W,2940.8,17E,GREAT FALLS,GTF,GREAT FALLS,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,
AIRPORT,2K1,AOK,OK,GRANT,OK,POND CREEK,POND CREEK MUNI,PU,PU,036-39-45.1100N,131985.1090N,097-48-31.2000W,0352111.1980W,1061,07E,WICHITA,MLC,MC ALESTER,1-800-WX-BRIEF,,N,,122.900,
HELIPORT,13D,DET,MI,LIVINGSTON,MI,HIGHLAND,PONDEROSA,PR,PU,042-37-45.0000N,153465.0000N,083-40-59.1000W,0301259.1000W,1017,05W,DETROIT,LAN,LANSING,1-800-WX-BRIEF,,N,,123.025,
AIRPORT,22M,JAN,MS,PONTOTOC,MS,PONTOTOC,PONTOTOC COUNTY,PU,PU,034-16-32.0000N,123392.0000N,089-02-16.9000W,0320536.9000W,440,02E,MEMPHIS,GWO,GREENWOOD,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,C77,CHI,IL,BOONE,IL,POPLAR GROVE,POPLAR GROVE,PR,PU,042-19-22.3000N,152362.3000N,088-50-10.7000W,0319810.7000W,857.4,03W,CHICAGO,IKK,KANKAKEE,1-800-WX-BRIEF,100LL,N,122.800,122.800,
AIRPORT,PO1,HLN,MT,ROOSEVELT,MT,POPLAR,POPLAR MUNI,PU,PU,048-08-03.9000N,173283.9000N,105-09-43.7000W,0378583.7000W,2037.1,09E,BILLINGS,GTF,GREAT FALLS,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,
AIRPORT,M13,JAN,MS,PEARL RIVER,MS,POPLARVILLE,POPLARVILLE/PEARL RIVER COUNTY,PU,PU,030-47-11.6800N,110831.6750N,089-30-16.3400W,0322216.3350W,318.9,02W,NEW ORLEANS,GWO,GREENWOOD,1-800-WX-BRIEF,100LL,N,,122.900,
SEAPLANE BASE,16K,NONE,AK,PRINCE OF WALES,AK,PORT ALICE,PORT ALICE,PR,PU,055-47-05.6600N,200825.6590N,133-35-39.2000W,0480939.2050W,0,26E,KETCHIKAN,KTN,KETCHIKAN,LC225-9481,,N,,122.900,
SEAPLANE BASE,W66,NONE,WA,CLALLAM,WA,PORT ANGELES,PORT ANGELES,PU,PU,048-07-00.1000N,173220.1000N,123-24-47.3000W,0444287.3000W,0,,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,,N,,122.975,
SEAPLANE BASE,KPY,NONE,AK,KODIAK ISLAND,AK,PORT BAILEY,PORT BAILEY,PR,PU,057-55-48.4000N,208548.4000N,153-02-26.0100W,0550946.0130W,0,22E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.800,
AIRPORT,17G,DET,OH,CRAWFORD,OH,BUCYRUS,PORT BUCYRUS/CRAWFORD COUNTY,PU,PU,040-46-53.7000N,146813.7000N,082-58-29.3000W,0298709.3000W,1007.8,07W,DETROIT,CLE,CLEVELAND,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,
AIRPORT,PGM,NONE,AK,KENAI PENINSULA,AK,PORT GRAHAM,PORT GRAHAM,PU,PU,059-20-54.5100N,213654.5100N,151-49-49.1600W,0546589.1600W,93,23E,KODIAK,HOM,HOMER,LC235-8588,,N,,122.900,
AIRPORT,ORI,NONE,AK,KODIAK ISLAND,AK,PORT LIONS,PORT LIONS,PU,PU,057-53-05.7300N,208385.7300N,152-50-51.2600W,0550251.2600W,42,22E,KODIAK,ENA,KENAI,1-866-864-1737,,N,122.800,122.800,
HELIPORT,O64,AOK,OK,ROGERS,OK,CATOOSA,PORT OF CATOOSA,PU,PU,036-13-50.9900N,130430.9900N,095-44-22.8200W,0344662.8200W,601,06E,KANSAS CITY,MLC,MC ALESTER,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,7W1,SEA,WA,PACIFIC,WA,ILWACO,PORT OF ILWACO,PU,PU,046-18-53.6900N,166733.6850N,124-00-13.8200W,0446413.8170W,13,20E,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,,N,,122.900,
SEAPLANE BASE,83Q,SEA,WA,KITSAP,WA,POULSBO,PORT OF POULSBO MARINA MOORAGE,PU,PU,047-43-15.5000N,171795.5000N,122-38-31.5000W,0441511.5000W,0,20E,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,S94,SEA,WA,WHITMAN,WA,COLFAX,PORT OF WHITMAN BUSINESS AIR CENTER,PU,PU,046-51-31.3500N,168691.3460N,117-24-50.6900W,0422690.6920W,2181,19E,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,,N,122.800,122.800,
SEAPLANE BASE,19P,NONE,AK,PRINCE OF WALES,AK,PORT PROTECTION,PORT PROTECTION,PU,PU,056-19-43.7000N,202783.6950N,133-36-36.3000W,0480996.3040W,0,26E,JUNEAU,SIT,SITKA,1-800-478-6300,,N,,122.900,
SEAPLANE BASE,KPR,NONE,AK,KODIAK ISLAND,AK,PORT WILLIAMS,PORT WILLIAMS,PR,PU,058-29-24.4900N,210564.4930N,152-34-55.7900W,0549295.7940W,0,23E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.800,
SEAPLANE BASE,87B,NONE,ME,AROOSTOOK,ME,PORTAGE LAKE,PORTAGE LAKE MUNI,PU,PU,046-45-37.0000N,168337.0000N,068-28-51.0000W,0246531.0000W,608,20W,HALIFAX,BGR,BANGOR,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,C47,CHI,WI,COLUMBIA,WI,PORTAGE,PORTAGE MUNI,PU,PU,043-33-36.9400N,156816.9440N,089-28-58.4800W,0322138.4810W,824.8,03W,CHICAGO,GRB,GREEN BAY,1-800-WX-BRIEF,100LL UL91,N,122.700,122.700,
HELIPORT,61J,SEA,OR,MULTNOMAH,OR,PORTLAND,PORTLAND DOWNTOWN,PU,PU,045-31-31.0000N,163891.0000N,122-40-15.3400W,0441615.3440W,78,18E,SEATTLE,MMV,MC MINNVILLE,1-800-WX-BRIEF,,N,123.075,123.075,
AIRPORT,1M5,MEM,TN,SUMNER,TN,PORTLAND,PORTLAND MUNI,PU,PU,036-35-34.3000N,131734.3000N,086-28-36.9000W,0311316.9000W,817.2,02W,ST LOUIS,BNA,NASHVILLE,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,
AIRPORT,1M4,JAN,AL,WINSTON,AL,HALEYVILLE,POSEY FLD,PU,PU,034-16-49.2000N,123409.2000N,087-36-01.5000W,0315361.5000W,929.8,01W,ATLANTA,ANB,ANNISTON,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,
ULTRALIGHT,IN3,CHI,IN,POSEY,IN,MOUNT VERNON,POSEY PATCH,PU,PU,037-54-09.3300N,136449.3250N,087-47-25.5700W,0316045.5700W,374,00W,ST LOUIS,HUF,TERRE HAUTE,1-800-WX-BRIEF,,N,,,
AIRPORT,L73,LAX,CA,KERN,CA,FAMOSO,POSO-KERN COUNTY,PU,PU,035-35-47.0000N,128147.0000N,119-07-41.8000W,0428861.8000W,635,15E,LOS ANGELES,RIU,RANCHO MURIETA,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,F35,TEX,TX,PALO PINTO,TX,GRAFORD,POSSUM KINGDOM,PU,PU,032-55-23.9700N,118523.9685N,098-26-12.7400W,0354372.7420W,1008.3,07E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,2B9,NONE,VT,ORANGE,VT,POST MILLS,POST MILLS,PR,PU,043-53-01.4000N,157981.4000N,072-15-07.5000W,0260107.5000W,696,16W,NEW YORK,BTV,BURLINGTON,1-800-WX-BRIEF,,N,122.800,122.800,
AIRPORT,7L8,CHI,IN,MARION,IN,INDIANAPOLIS,POST-AIR,PR,PU,039-45-00.1500N,143100.1540N,086-00-49.9400W,0309649.9360W,861,02W,ST LOUIS,HUF,TERRE HAUTE,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,5F1,TEX,TX,GARZA,TX,POST,POST-GARZA COUNTY MUNI,PU,PU,033-12-11.9000N,119531.9000N,101-20-17.6000W,0364817.6000W,2545,11E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,,N,,122.900,
AIRPORT,W35,BKW,WV,MORGAN,WV,BERKELEY SPRINGS,POTOMAC AIRPARK,PR,PU,039-41-33.4000N,142893.4000N,078-09-57.9000W,0281397.9000W,412.5,10W,WASHINGTON,EKN,ELKINS,1-800-WX-BRIEF,,N,,122.900,
